id	gloss	stem	actual_phonology	model_phonology	type	language	num_morphemes	num_tokens	utterance_order	corpus_name	part_of_speech	speaker_code	speaker_name	speaker_role	target_child_name	target_child_age	target_child_sex	media_start	media_end	media_unit	collection_name	collection_id	corpus_id	speaker_id	target_child_id	transcript_id	chunked_tags	chunked_stem	adjective	left	self	right	stacked	adjective_class	masked
324826	it's hard to do	it hard to do			question	eng	5	4	399	Valian	pro:per adj inf v	MOT		Mother		22.493275015914083	female				Eng-NA	2	35	1704	1702.0	3683	BARE adj inf v	it hard to do	hard		adj	inf	no	TOUGH	it's MASKTOKEN to do
324842	that was good turning around	that be good turn around			declarative	eng	8	5	440	Valian	pro:dem cop adj n:gerund adv	MOT		Mother		27.42766791925912	female				Eng-NA	2	35	1704	1702.0	3684	BARE cop AP:hasGerund adv	that be good-turn around	good		AP	gerund	no	TOUGH	that was MASKTOKEN turning around
324927	it's hard for him to stand	it hard for him to stand			declarative	eng	7	6	545	Valian	pro:per adj prep pro:obj prep n	MOT		Mother		21.690383786114705	female				Eng-NA	2	35	1704	1702.0	3677	BARE adj prep BARE prep BARE	it hard for him to stand	hard		adj	for XP	no	TOUGH	it's MASKTOKEN for him to stand
325232	yes good for you	yes good for you			declarative	eng	4	4	395	Valian	co adj prep pro:per	MOT		Mother		27.493377687426847	female				Eng-NA	2	35	1704	1702.0	3686	co adj prep BARE	yes good for you	good		adj	for XP	no	TOUGH	yes MASKTOKEN for you
325976	who's this funny looking thing	who this fun look thing			question	eng	9	5	596	Valian	pro:int det:dem adj part n	MOT		Mother		25.75617569149264	female				Eng-NA	2	35	1704	1702.0	3679	BARE det:dem adj part BARE	who this fun look thing	funny		adj	gerund	no	TASTY	who's this MASKTOKEN looking thing
326754	n sometimes it's hard for little boys xxx	n sometimes it hard for little boy			declarative	eng	9	8	210	Valian	n:let adv pro:per adj prep adj n	MOT		Mother		31.822008665475675	female				Eng-NA	2	35	1704	1702.0	3691	BARE adv BARE adj prep AP	n sometimes it hard for little-boy	hard		adj	for XP	no	TOUGH	n sometimes it's MASKTOKEN for little boys xxx
326887	it's hard for little boys	it hard for little boy			declarative	eng	7	5	215	Valian	pro:per adj prep adj n	MOT		Mother		31.822008665475675	female				Eng-NA	2	35	1704	1702.0	3691	BARE adj prep AP	it hard for little-boy	hard		adj	for XP	no	TOUGH	it's MASKTOKEN for little boys
326942	that might be a nice idea for Christmas	that might be a nice idea for Christmas			declarative	eng	8	8	222	Valian	pro:rel mod cop det:art adj n prep n:prop	MOT		Mother		29.230579683361054	female				Eng-NA	2	35	1704	1702.0	3694	BARE mod cop AP prep BARE	that might be a-nice-idea for Christmas	nice		AP	for XP	no	SMART	that might be a MASKTOKEN idea for Christmas
327146	we useta try to keep everything on the shelves and it's just really hard to do that	we used try to keep everything on the shelf and it just really hard to do that			declarative	eng	20	17	233	Valian	pro:sub mod v inf v pro:indef prep det:art n coord pro:per adj adv adj inf v pro:dem	MOT		Mother		29.230579683361054	female				Eng-NA	2	35	1704	1702.0	3694	BARE mod v inf v BARE prep NP coord BARE adj adv adj inf v BARE	we used try to keep everything on the-shelf and it just really hard to do that	hard		adj	inf	no	TOUGH	we useta try to keep everything on the shelves and it's just really MASKTOKEN to do that
327549	well you know the better thing to do is to say	well you know the good thing to do be to say			quotation next line	eng	13	11	583	Valian	co pro:per v det:art adj n inf v cop inf v	MOT		Mother		27.42766791925912	female				Eng-NA	2	35	1704	1702.0	3684	co BARE v AP inf v cop inf v	well you know the-good-thing to do be to say	good		AP	inf	no	TOUGH	well you know the MASKTOKEN thing to do is to say
327882	it's hard to do those things when you can't see	it hard to do those thing when you can see			declarative	eng	13	10	535	Valian	pro:per adj inf v det:dem n conj pro:per mod v	MOT		Mother		27.493377687426847	female				Eng-NA	2	35	1704	1702.0	3686	BARE adj inf v NP conj BARE mod v	it hard to do those-thing when you can see	hard		adj	inf	no	TOUGH	it's MASKTOKEN to do those things when you can't see
327899	it's hard for them to stand alone	it hard for them to stand alone			declarative	eng	8	7	591	Valian	pro:per adj prep pro:obj prep n adv	MOT		Mother		21.92036797470174	female				Eng-NA	2	35	1704	1702.0	3678	BARE adj prep BARE prep BARE adv	it hard for them to stand alone	hard		adj	for XP	no	TOUGH	it's MASKTOKEN for them to stand alone
328183	and he's a little too big for the digger isn't he Child	and he a little too big for the dig be he Child			question	eng	17	12	155	Valian	coord pro:sub det:art adj adv adj prep det:art n cop pro:sub n:prop	MOT		Mother		32.000657097681675	female				Eng-NA	2	35	1704	1702.0	3693	coord BARE det:art adj adv adj prep NP cop NP	and he a little too big for the-dig be he-Child	big	too	adj	for XP	no	TALL	and he's a little too MASKTOKEN for the digger isn't he Child
328386	oh good for you	oh good for you			declarative	eng	4	4	555	Valian	co adj prep pro:per	MOT		Mother		25.690465923324915	female				Eng-NA	2	35	1704	1702.0	3685	co adj prep BARE	oh good for you	good		adj	for XP	no	TOUGH	oh MASKTOKEN for you
329118	it's hard to carry too many all at once	it hard to carry too many all at once			declarative	eng	10	9	823	Valian	pro:per adj inf v adv qn pro:indef prep adv	MOT		Mother		25.0990780098154	female				Eng-NA	2	35	1704	1702.0	3675	BARE adj inf v adv NP prep adv	it hard to carry too many-all at once	hard		adj	inf	no	TOUGH	it's MASKTOKEN to carry too many all at once
329510	okay Child it's hard to drink while you're kissing	okay Child it hard to drink while you kiss			declarative	eng	12	9	526	Valian	co n:prop pro:per adj prep n conj pro:per part	MOT		Mother		21.82180332245015	female				Eng-NA	2	35	1704	1702.0	3682	co BARE BARE adj prep BARE conj BARE part	okay Child it hard to drink while you kiss	hard		adj	to XP	no	TOUGH	okay Child it's MASKTOKEN to drink while you're kissing
331358	that's a silly way for them to go to sleep	that a silly way for them to go to sleep			imperative_emphatic	eng	11	10	664	Valian	pro:dem det:art adj n prep pro:obj inf v prep n	MOT		Mother		27.65765210784616	female				Eng-NA	2	35	1704	1702.0	3687	BARE AP prep BARE inf v prep BARE	that a-silly-way for them to go to sleep	silly		AP	for XP	no	SMART	that's a MASKTOKEN way for them to go to sleep
331437	you must be a big girl to reach up to that string	you must be a big girl to reach up to that string			declarative	eng	12	12	853	Valian	pro:per mod cop det:art adj n inf v adv prep det:dem n	MOT		Mother		25.39477196657016	female				Eng-NA	2	35	1704	1702.0	3676	BARE mod cop AP inf v adv prep NP	you must be a-big-girl to reach up to that-string	big		AP	inf	no	TALL	you must be a MASKTOKEN girl to reach up to that string
332475	it just took a little convincing	it just take a little convince			declarative	eng	8	6	834	Valian	pro:per adv v det:art adj n:gerund	MOT		Mother		22.493275015914083	female				Eng-NA	2	35	1704	1702.0	3683	BARE adv v AP:hasGerund	it just take a-little-convince	little		AP	gerund	no	TALL	it just took a MASKTOKEN convincing
333597	xxx a nice way to ask	a nice way to ask			declarative	eng	5	6	982	Valian	det:art adj n inf v	MOT		Mother		25.39477196657016	female				Eng-NA	2	35	1704	1702.0	3676	AP inf v	a-nice-way to ask	nice		AP	inf	no	SMART	xxx a MASKTOKEN way to ask
334803	who's that funny looking who's that guy	who that fun look who that guy			question	eng	12	7	998	Valian	pro:int det:dem adj part pro:rel det:dem n	MOT		Mother		26.033388775950225	female				Eng-NA	2	35	1704	1702.0	3680	BARE det:dem adj part BARE NP	who that fun look who that-guy	funny		adj	gerund	no	TASTY	who's that MASKTOKEN looking who's that guy
334806	you're mean to Parent	you mean to Parent			declarative	eng	5	4	666	Valian	pro:per adj prep n:prop	MOT		Mother		29.230579683361054	female				Eng-NA	2	35	1704	1702.0	3694	BARE adj prep BARE	you mean to Parent	mean		adj	to XP	no	SMART	you're MASKTOKEN to Parent
334814	she's so nice to you she reads to you the whole way	she so nice to you she read to you the whole way			declarative	eng	14	12	976	Valian	pro:sub adv adj prep pro:per pro:sub v prep pro:per det:art n n	MOT		Mother		22.493275015914083	female				Eng-NA	2	35	1704	1702.0	3683	BARE adv adj prep BARE BARE v prep BARE NP	she so nice to you she read to you the-whole-way	nice		adj	to XP	no	SMART	she's so MASKTOKEN to you she reads to you the whole way
335530	there's a big rolling pin at Tot Time	there a big roll pin at Tot Time			declarative	eng	10	8	1110	Valian	pro:exist det:art adj n:gerund n prep n:prop n:prop	MOT		Mother		25.39477196657016	female				Eng-NA	2	35	1704	1702.0	3676	BARE AP:hasGerund prep NP	there a-big-roll-pin at Tot-Time	big		AP	gerund	no	TALL	there's a MASKTOKEN rolling pin at Tot Time
336850	it's a good place for him right here	it a good place for him right here			declarative	eng	9	8	816	Valian	pro:per det:art adj n prep pro:obj adv adv	MOT		Mother		29.230579683361054	female				Eng-NA	2	35	1704	1702.0	3694	BARE AP prep BARE adv adv	it a-good-place for him right here	good		AP	for XP	no	TOUGH	it's a MASKTOKEN place for him right here
336916	what do you like best to drink	what do you like good to drink			question	eng	8	7	1211	Valian	pro:int mod pro:per v adj inf v	MOT		Mother		25.39477196657016	female				Eng-NA	2	35	1704	1702.0	3676	BARE mod BARE v adj inf v	what do you like good to drink	good		adj	inf	no	TOUGH	what do you like MASKTOKEN to drink
338484	you're doing such a nice job serving us Child	you do such a nice job serve us Child			declarative	eng	12	9	951	Valian	pro:per part qn det:art adj n part pro:obj n:prop	MOT		Mother		31.822008665475675	female				Eng-NA	2	35	1704	1702.0	3691	BARE part AP part NP	you do such-a-nice-job serve us-Child	nice		AP	gerund	no	SMART	you're doing such a MASKTOKEN job serving us Child
338847	remember Mommy was a little scared of it	remember Mommy be a little scare of it			question	eng	11	8	836	Valian	v n:prop cop det:art adj part prep pro:per	MOT		Mother		32.000657097681675	female				Eng-NA	2	35	1704	1702.0	3693	v BARE cop det:art adj part prep BARE	remember Mommy be a little scare of it	little		adj	gerund	no	TALL	remember Mommy was a MASKTOKEN scared of it
339034	that's not nice for her to put him in the basket	that not nice for her to put him in the basket			declarative	eng	13	11	1304	Valian	pro:dem neg adj prep pro:obj inf v pro:obj prep det:art n	MOT		Mother		26.033388775950225	female				Eng-NA	2	35	1704	1702.0	3680	BARE neg adj prep BARE inf v BARE prep NP	that not nice for her to put him in the-basket	nice		adj	for XP	no	SMART	that's not MASKTOKEN for her to put him in the basket
340197	must be a little nail sticking up	must be a little nail stick up			declarative	eng	8	7	183	Valian	mod cop det:art adj n part adv	MOT		Mother		28.0662847286392	female				Eng-NA	2	35	1704	1702.0	3700	mod cop AP part adv	must be a-little-nail stick up	little		AP	gerund	no	TALL	must be a MASKTOKEN nail sticking up
340252	got to be nice with them	get to be nice with them			declarative	eng	7	6	1272	Valian	v inf cop adj prep pro:obj	MOT		Mother		27.65765210784616	female				Eng-NA	2	35	1704	1702.0	3687	v inf cop adj prep BARE	get to be nice with them	nice		adj	with XP	no	SMART	got to be MASKTOKEN with them
340575	see it's a little piece of skin	see it a little piece of skin			declarative	eng	8	7	207	Valian	v pro:per det:art adj n prep n	MOT		Mother		28.0662847286392	female				Eng-NA	2	35	1704	1702.0	3700	v BARE AP prep BARE	see it a-little-piece of skin	little		AP	of XP	no	TALL	see it's a MASKTOKEN piece of skin
340754	and a big coloring book	and a big color book			question	eng	6	5	961	Valian	coord det:art adj n:gerund n	MOT		Mother		32.000657097681675	female				Eng-NA	2	35	1704	1702.0	3693	coord AP:hasGerund	and a-big-color-book	big		AP	gerund	no	TALL	and a MASKTOKEN coloring book
340804	why don't you go show Observer the big coloring book	why do you go show Observer the big color book			declarative	eng	12	10	964	Valian	pro:int mod pro:per v n n:prop det:art adj n:gerund n	MOT		Mother		32.000657097681675	female				Eng-NA	2	35	1704	1702.0	3693	BARE mod BARE v NP AP:hasGerund	why do you go show-Observer the-big-color-book	big		AP	gerund	no	TALL	why don't you go show Observer the MASKTOKEN coloring book
341626	oh nice of you	oh nice of you			declarative	eng	4	4	625	Valian	co adj prep pro:per	MOT		Mother		30.78913324708926	female				Eng-NA	2	35	1704	1702.0	3692	co adj prep BARE	oh nice of you	nice		adj	of XP	no	SMART	oh MASKTOKEN of you
341937	you being mean to Sister	you be mean to Sister			question	eng	6	5	276	Valian	pro:per part adj prep n:prop	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	BARE part adj prep BARE	you be mean to Sister	mean		adj	to XP	no	SMART	you being MASKTOKEN to Sister
342149	would you like some little animals for Christmas	will you like some little animal for Christmas			question	eng	10	8	290	Valian	mod pro:per v qn adj n prep n:prop	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	mod BARE v AP prep BARE	will you like some-little-animal for Christmas	little		AP	for XP	no	TALL	would you like some MASKTOKEN animals for Christmas
342202	I don't know I thought it would be a nice place to put them	I do know I think it will be a nice place to put them			declarative	eng	18	14	1065	Valian	pro:sub mod v pro:sub v pro:per mod cop det:art adj n inf v pro:obj	MOT		Mother		32.000657097681675	female				Eng-NA	2	35	1704	1702.0	3693	BARE mod v BARE v BARE mod cop AP inf v BARE	I do know I think it will be a-nice-place to put them	nice		AP	inf	no	SMART	I don't know I thought it would be a MASKTOKEN place to put them
343213	I thought Sister needed a good swig of water	I think Sister need a good swig of water			declarative	eng	11	9	370	Valian	pro:sub v n:prop v det:art adj n prep n	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	BARE v BARE v AP prep BARE	I think Sister need a-good-swig of water	good		AP	of XP	no	TOUGH	I thought Sister needed a MASKTOKEN swig of water
343598	or a green fish for that matter	or a green fish for that matter			declarative	eng	7	7	783	Valian	coord det:art adj n prep pro:dem v	MOT		Mother		30.78913324708926	female				Eng-NA	2	35	1704	1702.0	3692	coord AP prep BARE v	or a-green-fish for that matter	green		AP	for XP	no	COLOR	or a MASKTOKEN fish for that matter
343687	there's a little piece of wire there	there a little piece of wire there			declarative	eng	8	7	443	Valian	pro:exist det:art adj n prep n adv	MOT		Mother		28.0662847286392	female				Eng-NA	2	35	1704	1702.0	3700	BARE AP prep BARE adv	there a-little-piece of wire there	little		AP	of XP	no	TALL	there's a MASKTOKEN piece of wire there
344557	are you gonna be nice to him	be you go be nice to him			question	eng	10	7	468	Valian	cop pro:per part cop adj prep pro:obj	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	cop BARE part cop adj prep BARE	be you go be nice to him	nice		adj	to XP	no	SMART	are you gonna be MASKTOKEN to him
345670	I think it might be just too big for her	I think it might be just too big for her			declarative	eng	10	10	927	Valian	pro:sub v pro:per mod cop adv adv adj prep pro:obj	MOT		Mother		27.55908745559457	female				Eng-NA	2	35	1704	1702.0	3697	BARE v BARE mod cop adv adv adj prep BARE	I think it might be just too big for her	big	too	adj	for XP	no	TALL	I think it might be just too MASKTOKEN for her
345691	think it's too big for her	think it too big for her			question	eng	7	6	928	Valian	v pro:per adv adj prep pro:obj	MOT		Mother		27.55908745559457	female				Eng-NA	2	35	1704	1702.0	3697	v BARE adv adj prep BARE	think it too big for her	big	too	adj	for XP	no	TALL	think it's too MASKTOKEN for her
346489	a little box to keep things in	a little box to keep thing in			question	eng	8	7	991	Valian	det:art adj n inf v n adv	MOT		Mother		30.78913324708926	female				Eng-NA	2	35	1704	1702.0	3692	AP inf v BARE adv	a-little-box to keep thing in	little		AP	inf	no	TALL	a MASKTOKEN box to keep things in
347352	now don't be mean to her	now do be mean to her			declarative	eng	7	6	674	Valian	adv mod cop adj prep pro:obj	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	adv mod cop adj prep BARE	now do be mean to her	mean		adj	to XP	no	SMART	now don't be MASKTOKEN to her
347509	a big stocking that's right	a big stock that right			declarative	eng	7	5	747	Valian	det:art adj n:gerund pro:rel adj	MOT		Mother		29.32914433561264	female				Eng-NA	2	35	1704	1702.0	3706	AP:hasGerund BARE adj	a-big-stock that right	big		AP	gerund	no	TALL	a MASKTOKEN stocking that's right
347873	don't be mean to Sister	do be mean to Sister			declarative	eng	6	5	706	Valian	mod cop adj prep n:prop	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	mod cop adj prep BARE	do be mean to Sister	mean		adj	to XP	no	SMART	don't be MASKTOKEN to Sister
348085	oh that's nice to know	oh that nice to know			declarative	eng	6	5	302	Valian	co pro:dem adj inf v	MOT		Mother		32.78917431569437	female				Eng-NA	2	35	1704	1702.0	3712	co BARE adj inf v	oh that nice to know	nice		adj	inf	no	SMART	oh that's MASKTOKEN to know
348717	oh is it good to eat alright	oh be it good to eat alright			declarative	eng	8	7	92	Bernstein	co aux pro:per adj inf v adj	MOT		Mother	Alice	15.000308014538286	female				Eng-NA	2	36	1714	1713.0	3719	co aux BARE adj inf v adj	oh be it good to eat alright	good		adj	inf	no	TOUGH	oh is it MASKTOKEN to eat alright
348733	what a nice hug for the baby	what a nice hug for the baby			declarative	eng	7	7	297	Bernstein	pro:int det:art adj n prep det:art n	MOT		Mother	Alice	13.00026694593318	female	441.978	445.686	s	Eng-NA	2	36	1714	1713.0	3718	BARE AP prep NP	what a-nice-hug for the-baby	nice		AP	for XP	no	SMART	what a MASKTOKEN hug for the baby
348805	does that feel good to your tongue	do that feel good to your tongue			question	eng	8	7	335	Bernstein	mod adv v adj prep det:poss n	MOT		Mother	Alice	13.00026694593318	female	589.57	592.038	s	Eng-NA	2	36	1714	1713.0	3718	mod adv v adj prep NP	do that feel good to your-tongue	good		adj	to XP	no	TOUGH	does that feel MASKTOKEN to your tongue
349050	ah Oh it's so good to eat	ah Oh it so good to eat			declarative	eng	8	7	347	Bernstein	co n:prop pro:per adv adj inf v	MOT		Mother	Alice	15.000308014538286	female	155.745	160.561	s	Eng-NA	2	36	1714	1713.0	3719	co BARE BARE adv adj inf v	ah Oh it so good to eat	good		adj	inf	no	TOUGH	ah Oh it's so MASKTOKEN to eat
349080	am I being mean to you	be I be mean to you			question	eng	8	6	377	Bernstein	aux pro:sub part adj prep pro:per	MOT		Mother	Alice	15.000308014538286	female	250.177	252.202	s	Eng-NA	2	36	1714	1713.0	3719	aux BARE part adj prep BARE	be I be mean to you	mean		adj	to XP	no	SMART	am I being MASKTOKEN to you
349641	see it's hard to read when there are so many toys	see it hard to read when there be so many toy			declarative	eng	15	11	108	Valian	v pro:per adj inf v conj adv cop adv qn n	MOT		Mother		29.46056387194809	female				Eng-NA	2	35	1704	1702.0	3707	v BARE adj inf v conj adv cop adv NP	see it hard to read when there be so many-toy	hard		adj	inf	no	TOUGH	see it's MASKTOKEN to read when there are so many toys
350656	you look silly with your hat on	you look silly with your hat on			declarative	eng	7	7	174	Valian	pro:per v adj prep det:poss n adv	MOT		Mother		27.55908745559457	female				Eng-NA	2	35	1704	1702.0	3717	BARE v adj prep NP adv	you look silly with your-hat on	silly		adj	with XP	no	SMART	you look MASKTOKEN with your hat on
350892	and you're so mean to her	and you so mean to her			question	eng	7	6	845	Valian	coord pro:per adv adj prep pro:obj	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	coord BARE adv adj prep BARE	and you so mean to her	mean		adj	to XP	no	SMART	and you're so MASKTOKEN to her
350903	boy I find that hard to believe	boy I find that hard to believe			declarative	eng	7	7	846	Valian	n pro:sub v comp adj inf v	MOT		Mother		29.52627364011581	female				Eng-NA	2	35	1704	1702.0	3695	BARE BARE v comp adj inf v	boy I find that hard to believe	hard		adj	inf	no	TOUGH	boy I find that MASKTOKEN to believe
350998	that's a good place for it	that a good place for it			declarative	eng	7	6	445	Valian	pro:dem det:art adj n prep pro:per	MOT		Mother		32.78917431569437	female				Eng-NA	2	35	1704	1702.0	3712	BARE AP prep BARE	that a-good-place for it	good		AP	for XP	no	TOUGH	that's a MASKTOKEN place for it
351512	it's nice having that play+ground	it nice have that			declarative	eng	6	5	478	Valian	pro:per adj part det:dem	MOT		Mother		28.85480194665188	female				Eng-NA	2	35	1704	1702.0	3703	BARE adj part det:dem	it nice have that	nice		adj	gerund	no	SMART	it's MASKTOKEN having that play+ground
351908	you're nice to the animals	you nice to the animal			declarative	eng	7	5	435	Valian	pro:per adj prep det:art n	MOT		Mother		29.00059549477401	female				Eng-NA	2	35	1704	1702.0	3704	BARE adj prep NP	you nice to the-animal	nice		adj	to XP	no	SMART	you're MASKTOKEN to the animals
